filename,species,scientific_name,location,country,length,quality,date,id,url
xeno_audio/athene_brama\19863_Spotted_Owlet_Thailand_A.wav,Spotted Owlet,Athene brama,Kaeng Krachan,Thailand,0:18,A,2005-01-22,19863,https://xeno-canto.org/19863
xeno_audio/athene_brama\1004732_Spotted_Owlet_Thailand_B.wav,Spotted Owlet,Athene brama,"Phutthamonthon Park, Amphoe Phutthamonthon, Chang Wat Nakhon Pathom",Thailand,0:02,B,2025-06-07,1004732,https://xeno-canto.org/1004732
xeno_audio/athene_brama\1004731_Spotted_Owlet_Thailand_B.wav,Spotted Owlet,Athene brama,"Phutthamonthon Park, Amphoe Phutthamonthon, Chang Wat Nakhon Pathom",Thailand,0:11,B,2025-06-07,1004731,https://xeno-canto.org/1004731
xeno_audio/athene_brama\998250_Spotted_Owlet_Thailand_B.wav,Spotted Owlet,Athene brama,"Ban Mai (near  Tambon Ban Mai), Amphoe Mueang Pathum Thani, Chang Wat Pathum Thani",Thailand,0:36,B,2025-05-14,998250,https://xeno-canto.org/998250
xeno_audio/athene_brama\989972_Spotted_Owlet_Thailand_B.wav,Spotted Owlet,Athene brama,"Khlong Nueng (near  Tambon Khlong Nung), Amphoe Khlong Luang, Chang Wat Pathum Thani",Thailand,0:03,B,2025-04-19,989972,https://xeno-canto.org/989972
xeno_audio/athene_brama\918900_Spotted_Owlet_Thailand_B.wav,Spotted Owlet,Athene brama,"Sala Ya (near  Salaya), Phutthamonthon District, Nakhon Pathom",Thailand,0:47,B,2024-07-06,918900,https://xeno-canto.org/918900
xeno_audio/athene_brama\912483_Spotted_Owlet_Thailand_B.wav,Spotted Owlet,Athene brama,"Benchakitti Park (near  Bangkok), Khlong Toei, Krung Thep Maha Nakhon",Thailand,0:21,B,2024-06-12,912483,https://xeno-canto.org/912483
xeno_audio/athene_brama\905007_Spotted_Owlet_Thailand_B.wav,Spotted Owlet,Athene brama,"Bang Kao, Cha-am District, Phetchaburi",Thailand,0:07,B,2024-05-21,905007,https://xeno-canto.org/905007
xeno_audio/athene_brama\905006_Spotted_Owlet_Thailand_B.wav,Spotted Owlet,Athene brama,"Bang Kao, Cha-am District, Phetchaburi",Thailand,0:07,B,2024-05-21,905006,https://xeno-canto.org/905006
xeno_audio/athene_brama\897426_Spotted_Owlet_Thailand_B.wav,Spotted Owlet,Athene brama,"Benchakitti Park (near  Bangkok), Khlong Toei, Krung Thep Maha Nakhon",Thailand,0:25,B,2024-04-21,897426,https://xeno-canto.org/897426
xeno_audio/athene_brama\895887_Spotted_Owlet_Thailand_B.wav,Spotted Owlet,Athene brama,"Sala Ya (near  Salaya), Phutthamonthon District, Nakhon Pathom",Thailand,0:28,B,2024-04-14,895887,https://xeno-canto.org/895887
xeno_audio/athene_brama\891759_Spotted_Owlet_Thailand_B.wav,Spotted Owlet,Athene brama,"Talat Khwan (near  Nonthaburi), Mueang Nonthaburi District, Nonthaburi",Thailand,0:05,B,2024-03-31,891759,https://xeno-canto.org/891759
xeno_audio/athene_brama\170171_Spotted_Owlet_Thailand_B.wav,Spotted Owlet,Athene brama,"Salaya, Phutthamonthon District, Nakhon Pathom",Thailand,0:40,B,2014-03-14,170171,https://xeno-canto.org/170171
xeno_audio/athene_brama\94315_Spotted_Owlet_Thailand_B.wav,Spotted Owlet,Athene brama,"Muang Sing Historical Park, Kanchanaburi",Thailand,0:16,B,2012-01-26,94315,https://xeno-canto.org/94315
xeno_audio/pelargopsis_capensis\1004736_Stork-billed_Kingfisher_Thailand_A.wav,Stork-billed Kingfisher,Pelargopsis capensis,"Wat Chalo, Bang Kruai District, Nonthaburi",Thailand,1:03,A,2025-06-07,1004736,https://xeno-canto.org/1004736
xeno_audio/pelargopsis_capensis\992183_Stork-billed_Kingfisher_Thailand_A.wav,Stork-billed Kingfisher,Pelargopsis capensis,"Suan Luang Rama IX (near  Bangkok), Krung Thep Maha Nakhon",Thailand,0:29,A,2025-04-27,992183,https://xeno-canto.org/992183
xeno_audio/pelargopsis_capensis\930508_Stork-billed_Kingfisher_Thailand_A.wav,Stork-billed Kingfisher,Pelargopsis capensis,"Chatuchak (near  Bangkok), Chatuchak, กรุงเทพมหานคร",Thailand,0:31,A,2024-08-28,930508,https://xeno-canto.org/930508
xeno_audio/pelargopsis_capensis\894388_Stork-billed_Kingfisher_Thailand_A.wav,Stork-billed Kingfisher,Pelargopsis capensis,"Wat Chalo, Bang Kruai District, Nonthaburi",Thailand,0:15,A,2024-04-08,894388,https://xeno-canto.org/894388
xeno_audio/pelargopsis_capensis\892561_Stork-billed_Kingfisher_Thailand_A.wav,Stork-billed Kingfisher,Pelargopsis capensis,"Talat Khwan (near  Nonthaburi), Mueang Nonthaburi District, Nonthaburi",Thailand,1:11,A,2024-04-02,892561,https://xeno-canto.org/892561
xeno_audio/pelargopsis_capensis\880432_Stork-billed_Kingfisher_Thailand_A.wav,Stork-billed Kingfisher,Pelargopsis capensis,"Talat Khwan (near  Nonthaburi), Mueang Nonthaburi District, Nonthaburi",Thailand,0:14,A,2024-03-09,880432,https://xeno-canto.org/880432
xeno_audio/pelargopsis_capensis\871887_Stork-billed_Kingfisher_Thailand_A.wav,Stork-billed Kingfisher,Pelargopsis capensis,"Wat Chalo (near  Tambon Bang Kruai), Amphoe Bang Kruai, Chang Wat Nonthaburi",Thailand,0:15,A,2024-02-09,871887,https://xeno-canto.org/871887
xeno_audio/pelargopsis_capensis\871886_Stork-billed_Kingfisher_Thailand_A.wav,Stork-billed Kingfisher,Pelargopsis capensis,"Wat Chalo (near  Tambon Bang Kruai), Amphoe Bang Kruai, Chang Wat Nonthaburi",Thailand,1:10,A,2024-02-09,871886,https://xeno-canto.org/871886
xeno_audio/pelargopsis_capensis\715376_Stork-billed_Kingfisher_Thailand_A.wav,Stork-billed Kingfisher,Pelargopsis capensis,"Nakhon Pathom, Amphoe Mueang Nakhon Pathom, Chang Wat Nakhon Pathom",Thailand,0:20,A,2022-04-11,715376,https://xeno-canto.org/715376
xeno_audio/pelargopsis_capensis\696485_Stork-billed_Kingfisher_Thailand_A.wav,Stork-billed Kingfisher,Pelargopsis capensis,"Bang Kachao, Samut Prakan",Thailand,0:20,A,2019-05-16,696485,https://xeno-canto.org/696485
xeno_audio/pelargopsis_capensis\696482_Stork-billed_Kingfisher_Thailand_A.wav,Stork-billed Kingfisher,Pelargopsis capensis,"Bang Kachao, Samut Prakan",Thailand,0:13,A,2016-02-24,696482,https://xeno-canto.org/696482
xeno_audio/pelargopsis_capensis\332705_Stork-billed_Kingfisher_Thailand_A.wav,Stork-billed Kingfisher,Pelargopsis capensis,"Tambon Bang Kachao, Amphoe Phra Pradaeng, Chang Wat Samut Prakan",Thailand,0:12,A,2016-08-29,332705,https://xeno-canto.org/332705
xeno_audio/pelargopsis_capensis\332704_Stork-billed_Kingfisher_Thailand_A.wav,Stork-billed Kingfisher,Pelargopsis capensis,"Tambon Bang Kachao, Amphoe Phra Pradaeng, Chang Wat Samut Prakan",Thailand,0:12,A,2016-08-29,332704,https://xeno-canto.org/332704
xeno_audio/pelargopsis_capensis\956077_Stork-billed_Kingfisher_Thailand_B.wav,Stork-billed Kingfisher,Pelargopsis capensis,"Khlong Nueng (near  Tambon Khlong Nung), Amphoe Khlong Luang, Chang Wat Pathum Thani",Thailand,0:14,B,2024-12-21,956077,https://xeno-canto.org/956077
xeno_audio/pelargopsis_capensis\918781_Stork-billed_Kingfisher_Thailand_B.wav,Stork-billed Kingfisher,Pelargopsis capensis,"Krathum Rai (near  Bangkok), Nong Chok, Bangkok",Thailand,1:32,B,2024-07-05,918781,https://xeno-canto.org/918781
xeno_audio/pelargopsis_capensis\716671_Stork-billed_Kingfisher_Thailand_B.wav,Stork-billed Kingfisher,Pelargopsis capensis,"Puyo, Su-ngai Kolok District, Narathiwat",Thailand,0:26,B,2022-03-19,716671,https://xeno-canto.org/716671
xeno_audio/pelargopsis_capensis\696484_Stork-billed_Kingfisher_Thailand_B.wav,Stork-billed Kingfisher,Pelargopsis capensis,"Bang Kachao, Samut Prakan",Thailand,0:37,B,2016-02-24,696484,https://xeno-canto.org/696484
xeno_audio/pelargopsis_capensis\696483_Stork-billed_Kingfisher_Thailand_B.wav,Stork-billed Kingfisher,Pelargopsis capensis,"Bang Kachao, Samut Prakan",Thailand,0:16,B,2018-11-29,696483,https://xeno-canto.org/696483
xeno_audio/pelargopsis_capensis\620425_Stork-billed_Kingfisher_Thailand_B.wav,Stork-billed Kingfisher,Pelargopsis capensis,"Bangkok, Krung Thep Maha Nakhon",Thailand,0:49,B,2021-01-07,620425,https://xeno-canto.org/620425
xeno_audio/pelargopsis_capensis\397002_Stork-billed_Kingfisher_Thailand_B.wav,Stork-billed Kingfisher,Pelargopsis capensis,"Tambon Bang Rak Noi, Amphoe Mueang Nonthaburi, Chang Wat Nonthaburi",Thailand,0:12,B,2017-12-26,397002,https://xeno-canto.org/397002
xeno_audio/pelargopsis_capensis\396016_Stork-billed_Kingfisher_Thailand_B.wav,Stork-billed Kingfisher,Pelargopsis capensis,"Tambon Sai Ma, Amphoe Mueang Nonthaburi, Chang Wat Nonthaburi",Thailand,0:14,B,2017-12-14,396016,https://xeno-canto.org/396016
xeno_audio/pelargopsis_capensis\362717_Stork-billed_Kingfisher_Thailand_B.wav,Stork-billed Kingfisher,Pelargopsis capensis,"Tambon Nong Phlap, Amphoe Hua Hin, Chang Wat Prachuap Khiri Khan",Thailand,0:09,B,2016-01-27,362717,https://xeno-canto.org/362717
xeno_audio/halcyon_smyrnensis\949671_White-throated_Kingfisher_Thailand_A.wav,White-throated Kingfisher,Halcyon smyrnensis,"Benchakitti Park (near  Bangkok), Khlong Toei, Krung Thep Maha Nakhon",Thailand,0:23,A,2024-11-01,949671,https://xeno-canto.org/949671
xeno_audio/halcyon_smyrnensis\880661_White-throated_Kingfisher_Thailand_A.wav,White-throated Kingfisher,Halcyon smyrnensis,"Song Phi Nong, Kaeng Krachan District, Phetchaburi",Thailand,0:13,A,2023-11-24,880661,https://xeno-canto.org/880661
xeno_audio/halcyon_smyrnensis\833597_White-throated_Kingfisher_Thailand_A.wav,White-throated Kingfisher,Halcyon smyrnensis,"Bang Kacha, Mueang Chanthaburi District, Chanthaburi",Thailand,0:09,A,2023-07-20,833597,https://xeno-canto.org/833597
xeno_audio/halcyon_smyrnensis\620793_White-throated_Kingfisher_Thailand_A.wav,White-throated Kingfisher,Halcyon smyrnensis,"Tambon Bang Phra, Amphoe Si Racha, Chang Wat Chon Buri",Thailand,0:31,A,2021-01-09,620793,https://xeno-canto.org/620793
xeno_audio/halcyon_smyrnensis\365385_White-throated_Kingfisher_Thailand_A.wav,White-throated Kingfisher,Halcyon smyrnensis,"Island Yoga Retreat Center, Ko Yao Noi Island",Thailand,0:57,A,2016-02-11,365385,https://xeno-canto.org/365385
xeno_audio/halcyon_smyrnensis\983552_White-throated_Kingfisher_Thailand_B.wav,White-throated Kingfisher,Halcyon smyrnensis,Kumphawapi Lake,Thailand,0:06,B,2017-07-20,983552,https://xeno-canto.org/983552
xeno_audio/halcyon_smyrnensis\938418_White-throated_Kingfisher_Thailand_B.wav,White-throated Kingfisher,Halcyon smyrnensis,"Benchakitti Park (near  Bangkok), Khlong Toei, Krung Thep Maha Nakhon",Thailand,0:26,B,2024-10-07,938418,https://xeno-canto.org/938418
xeno_audio/halcyon_smyrnensis\858394_White-throated_Kingfisher_Thailand_B.wav,White-throated Kingfisher,Halcyon smyrnensis,"Benchakitti Park (near  Bangkok), Khlong Toei, Krung Thep Maha Nakhon",Thailand,1:01,B,2023-12-31,858394,https://xeno-canto.org/858394
xeno_audio/halcyon_smyrnensis\784521_White-throated_Kingfisher_Thailand_B.wav,White-throated Kingfisher,Halcyon smyrnensis,Kaeng Krachan. Nana Resort and adjacent farmland,Thailand,0:17,B,2023-02-13,784521,https://xeno-canto.org/784521
xeno_audio/halcyon_smyrnensis\779863_White-throated_Kingfisher_Thailand_B.wav,White-throated Kingfisher,Halcyon smyrnensis,Nai Yang Beach National Park,Thailand,0:34,B,2023-01-23,779863,https://xeno-canto.org/779863
xeno_audio/halcyon_smyrnensis\720544_White-throated_Kingfisher_Thailand_B.wav,White-throated Kingfisher,Halcyon smyrnensis,"Lampang, Mueang Lampang District, Lampang",Thailand,1:47,B,2022-04-30,720544,https://xeno-canto.org/720544
xeno_audio/halcyon_smyrnensis\705892_White-throated_Kingfisher_Thailand_B.wav,White-throated Kingfisher,Halcyon smyrnensis,"Ko Siboya, Nuea Khlong District, Krabi",Thailand,2:34,B,2022-03-03,705892,https://xeno-canto.org/705892
xeno_audio/halcyon_smyrnensis\705888_White-throated_Kingfisher_Thailand_B.wav,White-throated Kingfisher,Halcyon smyrnensis,"Ko Siboya, Nuea Khlong District, Krabi",Thailand,1:28,B,2022-03-03,705888,https://xeno-canto.org/705888
xeno_audio/halcyon_smyrnensis\600903_White-throated_Kingfisher_Thailand_B.wav,White-throated Kingfisher,Halcyon smyrnensis,"Rim Boeng Charoen Resort, Lan Sak, Uthai Thani",Thailand,1:23,B,2020-08-03,600903,https://xeno-canto.org/600903
xeno_audio/halcyon_smyrnensis\559648_White-throated_Kingfisher_Thailand_B.wav,White-throated Kingfisher,Halcyon smyrnensis,"Huai Khun Chit Reservoir, Chon Buri",Thailand,0:40,B,2020-05-19,559648,https://xeno-canto.org/559648
xeno_audio/halcyon_smyrnensis\461881_White-throated_Kingfisher_Thailand_B.wav,White-throated Kingfisher,Halcyon smyrnensis,"Sa Khu, Amphoe Thalang, Chang Wat Phuket",Thailand,0:18,B,2019-03-04,461881,https://xeno-canto.org/461881
xeno_audio/halcyon_smyrnensis\403162_White-throated_Kingfisher_Thailand_B.wav,White-throated Kingfisher,Halcyon smyrnensis,"Tambon Khlong Phra Udom, Amphoe Lat Lum Kaeo, Chang Wat Pathum Thani",Thailand,0:05,B,2018-02-21,403162,https://xeno-canto.org/403162
xeno_audio/halcyon_smyrnensis\381376_White-throated_Kingfisher_Thailand_B.wav,White-throated Kingfisher,Halcyon smyrnensis,"Tambon Ban Pao, Amphoe Mueang Lampang, Chang Wat Lampang",Thailand,0:24,B,2017-07-28,381376,https://xeno-canto.org/381376
xeno_audio/halcyon_smyrnensis\381375_White-throated_Kingfisher_Thailand_B.wav,White-throated Kingfisher,Halcyon smyrnensis,"Tambon Ban Pao, Amphoe Mueang Lampang, Chang Wat Lampang",Thailand,0:13,B,2017-07-28,381375,https://xeno-canto.org/381375
xeno_audio/halcyon_smyrnensis\365429_White-throated_Kingfisher_Thailand_B.wav,White-throated Kingfisher,Halcyon smyrnensis,Ko Phra Thong Island Nature Resort,Thailand,0:05,B,2016-02-18,365429,https://xeno-canto.org/365429
xeno_audio/halcyon_smyrnensis\365386_White-throated_Kingfisher_Thailand_B.wav,White-throated Kingfisher,Halcyon smyrnensis,"Island Yoga Retreat Center, Ko Yao Noi Island",Thailand,0:33,B,2016-02-11,365386,https://xeno-canto.org/365386
xeno_audio/halcyon_smyrnensis\120919_White-throated_Kingfisher_Thailand_B.wav,White-throated Kingfisher,Halcyon smyrnensis,"Khao Lak, Phang-nga",Thailand,0:20,B,2012-11-29,120919,https://xeno-canto.org/120919
xeno_audio/halcyon_pileata\940129_Black-capped_Kingfisher_Thailand_A.wav,Black-capped Kingfisher,Halcyon pileata,"Bang Tabun Ok, Ban Laem District, Phetchaburi",Thailand,0:17,A,2024-10-13,940129,https://xeno-canto.org/940129
xeno_audio/halcyon_pileata\327431_Black-capped_Kingfisher_Thailand_A.wav,Black-capped Kingfisher,Halcyon pileata,"Tambon Laem Phak Bia, Amphoe Ban Laem, Chang Wat Phetchaburi",Thailand,0:29,A,2016-02-13,327431,https://xeno-canto.org/327431
xeno_audio/halcyon_pileata\961583_Black-capped_Kingfisher_Thailand_B.wav,Black-capped Kingfisher,Halcyon pileata,"Khlong Nueng (near  Tambon Khlong Nung), Amphoe Khlong Luang, Chang Wat Pathum Thani",Thailand,0:37,B,2025-01-18,961583,https://xeno-canto.org/961583
xeno_audio/halcyon_pileata\944779_Black-capped_Kingfisher_Thailand_B.wav,Black-capped Kingfisher,Halcyon pileata,"Sala Ya (near  Salaya), Phutthamonthon District, Nakhon Pathom",Thailand,0:55,B,2024-11-04,944779,https://xeno-canto.org/944779
xeno_audio/halcyon_pileata\844983_Black-capped_Kingfisher_Thailand_B.wav,Black-capped Kingfisher,Halcyon pileata,"Pak Thale Nature Reserve, Phetchaburi",Thailand,0:03,B,2023-11-29,844983,https://xeno-canto.org/844983
xeno_audio/halcyon_pileata\844930_Black-capped_Kingfisher_Thailand_B.wav,Black-capped Kingfisher,Halcyon pileata,"Pak Thale Nature Reserve, Phetchaburi",Thailand,0:42,B,2023-11-29,844930,https://xeno-canto.org/844930
xeno_audio/halcyon_pileata\844928_Black-capped_Kingfisher_Thailand_B.wav,Black-capped Kingfisher,Halcyon pileata,"Queen Sirikit Park (near  Bangkok), Chatuchak, Bangkok",Thailand,0:19,B,2023-11-30,844928,https://xeno-canto.org/844928
xeno_audio/halcyon_pileata\401028_Black-capped_Kingfisher_Thailand_B.wav,Black-capped Kingfisher,Halcyon pileata,"Tambon Sai Ma, Amphoe Mueang Nonthaburi, Chang Wat Nonthaburi",Thailand,0:05,B,2018-01-29,401028,https://xeno-canto.org/401028
xeno_audio/halcyon_pileata\399714_Black-capped_Kingfisher_Thailand_B.wav,Black-capped Kingfisher,Halcyon pileata,"Tambon Sai Ma, Amphoe Mueang Nonthaburi, Chang Wat Nonthaburi",Thailand,0:22,B,2018-01-15,399714,https://xeno-canto.org/399714
xeno_audio/halcyon_pileata\113937_Black-capped_Kingfisher_Thailand_B.wav,Black-capped Kingfisher,Halcyon pileata,"Pak Thale, Phetchaburi",Thailand,0:07,B,2012-10-30,113937,https://xeno-canto.org/113937
xeno_audio/merops_philippinus\962770_Blue-tailed_Bee-eater_Thailand_A.wav,Blue-tailed Bee-eater,Merops philippinus,"Benchakitti Park (near  Bangkok), Khlong Toei, Krung Thep Maha Nakhon",Thailand,0:05,A,2025-01-10,962770,https://xeno-canto.org/962770
xeno_audio/merops_philippinus\962769_Blue-tailed_Bee-eater_Thailand_A.wav,Blue-tailed Bee-eater,Merops philippinus,"Benchakitti Park (near  Bangkok), Khlong Toei, Krung Thep Maha Nakhon",Thailand,0:19,A,2025-01-10,962769,https://xeno-canto.org/962769
xeno_audio/merops_philippinus\952347_Blue-tailed_Bee-eater_Thailand_A.wav,Blue-tailed Bee-eater,Merops philippinus,"Benchakitti Park (near  Bangkok), Khlong Toei, Krung Thep Maha Nakhon",Thailand,0:12,A,2024-11-01,952347,https://xeno-canto.org/952347
xeno_audio/merops_philippinus\937372_Blue-tailed_Bee-eater_Thailand_A.wav,Blue-tailed Bee-eater,Merops philippinus,"eBird hotspot: Bang Khaem Fish Ponds, Nakhon Pathom",Thailand,0:19,A,2024-09-30,937372,https://xeno-canto.org/937372
xeno_audio/merops_philippinus\937371_Blue-tailed_Bee-eater_Thailand_A.wav,Blue-tailed Bee-eater,Merops philippinus,"eBird hotspot: Bang Khaem Fish Ponds, Nakhon Pathom",Thailand,0:51,A,2024-09-30,937371,https://xeno-canto.org/937371
xeno_audio/merops_philippinus\947087_Blue-tailed_Bee-eater_Thailand_B.wav,Blue-tailed Bee-eater,Merops philippinus,"Talat Khwan (near  Nonthaburi), Mueang Nonthaburi District, Nonthaburi",Thailand,0:32,B,2024-11-10,947087,https://xeno-canto.org/947087
xeno_audio/merops_philippinus\937370_Blue-tailed_Bee-eater_Thailand_B.wav,Blue-tailed Bee-eater,Merops philippinus,"eBird hotspot: Bang Khaem Fish Ponds, Nakhon Pathom",Thailand,2:30,B,2024-09-30,937370,https://xeno-canto.org/937370
xeno_audio/merops_philippinus\839979_Blue-tailed_Bee-eater_Thailand_B.wav,Blue-tailed Bee-eater,Merops philippinus,"Krathum Rai (near  Bangkok), Nong Chok, Krung Thep Maha Nakhon",Thailand,0:22,B,2023-11-02,839979,https://xeno-canto.org/839979
xeno_audio/merops_philippinus\394050_Blue-tailed_Bee-eater_Thailand_B.wav,Blue-tailed Bee-eater,Merops philippinus,"Khao Din Sor, Chumphon province",Thailand,0:08,B,2017-11-10,394050,https://xeno-canto.org/394050
xeno_audio/merops_philippinus\295155_Blue-tailed_Bee-eater_Thailand_B.wav,Blue-tailed Bee-eater,Merops philippinus,"Ban Bang Pat Mangroves, Sri Phang Nga Province",Thailand,0:06,B,2015-02-09,295155,https://xeno-canto.org/295155
xeno_audio/psilopogon_haemacephalus\1008079_Coppersmith_Barbet_Thailand_A.wav,Coppersmith Barbet,Psilopogon haemacephalus,"Teochew Cemetery Park (near  Bangkok), Sathon, Krung Thep Maha Nakhon",Thailand,0:06,A,2025-06-21,1008079,https://xeno-canto.org/1008079
xeno_audio/psilopogon_haemacephalus\1006365_Coppersmith_Barbet_Thailand_A.wav,Coppersmith Barbet,Psilopogon haemacephalus,"Suwintawong 47 Alley overgrown woods & marshes, Nong Chok, Krung Thep Maha Nakhon",Thailand,0:23,A,2025-06-14,1006365,https://xeno-canto.org/1006365
xeno_audio/psilopogon_haemacephalus\1004356_Coppersmith_Barbet_Thailand_A.wav,Coppersmith Barbet,Psilopogon haemacephalus,eBird hotspot: Benjakiti Park,Thailand,0:15,A,2025-06-04,1004356,https://xeno-canto.org/1004356
xeno_audio/psilopogon_haemacephalus\1002981_Coppersmith_Barbet_Thailand_A.wav,Coppersmith Barbet,Psilopogon haemacephalus,"Teochew Cemetery Park (near  Bangkok), Sathon, Krung Thep Maha Nakhon",Thailand,0:53,A,2025-05-31,1002981,https://xeno-canto.org/1002981
xeno_audio/psilopogon_haemacephalus\962818_Coppersmith_Barbet_Thailand_A.wav,Coppersmith Barbet,Psilopogon haemacephalus,"Phutthamonthon Park, Amphoe Phutthamonthon, Chang Wat Nakhon Pathom",Thailand,0:16,A,2025-01-14,962818,https://xeno-canto.org/962818
xeno_audio/psilopogon_haemacephalus\962853_Coppersmith_Barbet_Thailand_B.wav,Coppersmith Barbet,Psilopogon haemacephalus,"Teochew Cemetery Park (near  Bangkok), Sathon, Krung Thep Maha Nakhon",Thailand,0:40,B,2025-01-15,962853,https://xeno-canto.org/962853
xeno_audio/psilopogon_haemacephalus\962817_Coppersmith_Barbet_Thailand_B.wav,Coppersmith Barbet,Psilopogon haemacephalus,"Phutthamonthon Park, Amphoe Phutthamonthon, Chang Wat Nakhon Pathom",Thailand,0:11,B,2025-01-14,962817,https://xeno-canto.org/962817
xeno_audio/psilopogon_haemacephalus\962816_Coppersmith_Barbet_Thailand_B.wav,Coppersmith Barbet,Psilopogon haemacephalus,"Phutthamonthon Park, Amphoe Phutthamonthon, Chang Wat Nakhon Pathom",Thailand,0:26,B,2025-01-14,962816,https://xeno-canto.org/962816
xeno_audio/psilopogon_haemacephalus\962771_Coppersmith_Barbet_Thailand_B.wav,Coppersmith Barbet,Psilopogon haemacephalus,"Benchakitti Park (near  Bangkok), Khlong Toei, Krung Thep Maha Nakhon",Thailand,0:03,B,2025-01-10,962771,https://xeno-canto.org/962771
xeno_audio/psilopogon_haemacephalus\952739_Coppersmith_Barbet_Thailand_B.wav,Coppersmith Barbet,Psilopogon haemacephalus,"Department of Public Relations, Bangkok",Thailand,0:39,B,2024-12-01,952739,https://xeno-canto.org/952739
xeno_audio/psilopogon_haemacephalus\952352_Coppersmith_Barbet_Thailand_B.wav,Coppersmith Barbet,Psilopogon haemacephalus,"Teochew Cemetery Park (near  Bangkok), Sathon, Krung Thep Maha Nakhon",Thailand,0:26,B,2024-11-09,952352,https://xeno-canto.org/952352
xeno_audio/psilopogon_haemacephalus\943196_Coppersmith_Barbet_Thailand_B.wav,Coppersmith Barbet,Psilopogon haemacephalus,"Wat Phra Phutthabat Noi, Saraburi",Thailand,0:34,B,2024-10-25,943196,https://xeno-canto.org/943196
xeno_audio/psilopogon_haemacephalus\942722_Coppersmith_Barbet_Thailand_B.wav,Coppersmith Barbet,Psilopogon haemacephalus,"Wat Phra Phutthabat Noi, Saraburi",Thailand,0:21,B,2024-10-24,942722,https://xeno-canto.org/942722
xeno_audio/psilopogon_haemacephalus\942721_Coppersmith_Barbet_Thailand_B.wav,Coppersmith Barbet,Psilopogon haemacephalus,"Wat Phra Phutthabat Noi, Saraburi",Thailand,0:20,B,2024-10-24,942721,https://xeno-canto.org/942721
xeno_audio/psilopogon_haemacephalus\857059_Coppersmith_Barbet_Thailand_B.wav,Coppersmith Barbet,Psilopogon haemacephalus,"Ko Kret (near  Tambon Ko Kret), Amphoe Pak Kret, Chang Wat Nonthaburi",Thailand,0:56,B,2023-12-22,857059,https://xeno-canto.org/857059
xeno_audio/psilopogon_haemacephalus\842013_Coppersmith_Barbet_Thailand_B.wav,Coppersmith Barbet,Psilopogon haemacephalus,"Bang Si Mueang (near  Tambon Bang Sri Muang), Amphoe Mueang Nonthaburi, Chang Wat Nonthaburi",Thailand,1:26,B,2023-11-14,842013,https://xeno-canto.org/842013
xeno_audio/psilopogon_haemacephalus\701873_Coppersmith_Barbet_Thailand_B.wav,Coppersmith Barbet,Psilopogon haemacephalus,Kaeng Krachan National Park,Thailand,0:48,B,2022-01-30,701873,https://xeno-canto.org/701873
xeno_audio/psilopogon_haemacephalus\671743_Coppersmith_Barbet_Thailand_B.wav,Coppersmith Barbet,Psilopogon haemacephalus,"Suan Luang Rama IX Park, Bangkok",Thailand,0:16,B,2015-08-17,671743,https://xeno-canto.org/671743
xeno_audio/psilopogon_haemacephalus\534568_Coppersmith_Barbet_Thailand_B.wav,Coppersmith Barbet,Psilopogon haemacephalus,"Tambon Tha Phon, Amphoe Mueang Phetchabun, Chang Wat Phetchabun",Thailand,0:27,B,2020-03-15,534568,https://xeno-canto.org/534568
xeno_audio/psilopogon_haemacephalus\531534_Coppersmith_Barbet_Thailand_B.wav,Coppersmith Barbet,Psilopogon haemacephalus,"Tambon Pa Sak, Amphoe Chiang Saen, Chang Wat Chiang Rai",Thailand,0:44,B,2020-02-27,531534,https://xeno-canto.org/531534
xeno_audio/psilopogon_haemacephalus\531533_Coppersmith_Barbet_Thailand_B.wav,Coppersmith Barbet,Psilopogon haemacephalus,"Tambon Pa Sak, Amphoe Chiang Saen, Chang Wat Chiang Rai",Thailand,0:25,B,2020-02-27,531533,https://xeno-canto.org/531533
xeno_audio/psilopogon_haemacephalus\461515_Coppersmith_Barbet_Thailand_B.wav,Coppersmith Barbet,Psilopogon haemacephalus,"ตำบล บางม่วง, อำเภอ ตะกั่วป่า, พังงา",Thailand,0:21,B,2019-02-26,461515,https://xeno-canto.org/461515
xeno_audio/psilopogon_haemacephalus\359359_Coppersmith_Barbet_Thailand_B.wav,Coppersmith Barbet,Psilopogon haemacephalus,"Tambon Mueang Kao, Amphoe Mueang Sukhothai, Chang Wat Sukhothai",Thailand,0:54,B,2017-01-27,359359,https://xeno-canto.org/359359
xeno_audio/psilopogon_haemacephalus\154583_Coppersmith_Barbet_Thailand_B.wav,Coppersmith Barbet,Psilopogon haemacephalus,"Kaeng Krachan National Park, Ban Krang",Thailand,0:15,B,2012-03-11,154583,https://xeno-canto.org/154583
xeno_audio/psilopogon_haemacephalus\19649_Coppersmith_Barbet_Thailand_B.wav,Coppersmith Barbet,Psilopogon haemacephalus,Doi Inthanon ,Thailand,0:15,B,2004-03-17,19649,https://xeno-canto.org/19649
xeno_audio/aegithina_tiphia\1005519_Common_Iora_Thailand_A.wav,Common Iora,Aegithina tiphia,"Red Boardwalk Bridge (near  Tambon Phanthai Norasing), Mueang Samut Sakhon District, Samut Sakhon",Thailand,0:27,A,2025-06-10,1005519,https://xeno-canto.org/1005519
